speed,dates,year,month,day,hour,min
50.33,2022-04-15T10:13:00Z,2022,4,15,10,13
47.84,2022-04-15T10:19:00Z,2022,4,15,10,19
32.93,2022-04-15T10:23:00Z,2022,4,15,10,23
38.52,2022-04-15T10:28:00Z,2022,4,15,10,28
44.11,2022-04-15T10:38:00Z,2022,4,15,10,38
49.7,2022-04-15T10:43:00Z,2022,4,15,10,43
50.95,2022-04-15T10:53:00Z,2022,4,15,10,53
51.57,2022-04-15T10:58:00Z,2022,4,15,10,58
52.19,2022-04-15T11:03:00Z,2022,4,15,11,3
44.11,2022-04-15T11:13:00Z,2022,4,15,11,13
39.14,2022-04-15T11:17:00Z,2022,4,15,11,17
34.79,2022-04-15T11:22:00Z,2022,4,15,11,22
32.93,2022-04-15T11:28:00Z,2022,4,15,11,28
31.68,2022-04-15T11:32:00Z,2022,4,15,11,32
41.63,2022-04-15T11:42:00Z,2022,4,15,11,42
42.25,2022-04-15T11:52:00Z,2022,4,15,11,52
36.66,2022-04-15T11:57:00Z,2022,4,15,11,57
34.79,2022-04-15T12:02:00Z,2022,4,15,12,2
32.31,2022-04-15T12:12:00Z,2022,4,15,12,12
49.7,2022-04-15T12:23:00Z,2022,4,15,12,23
54.05,2022-04-15T12:27:00Z,2022,4,15,12,27
55.3,2022-04-15T12:32:00Z,2022,4,15,12,32
49.08,2022-04-15T12:37:00Z,2022,4,15,12,37
52.81,2022-04-15T12:42:00Z,2022,4,15,12,42
55.92,2022-04-15T12:52:00Z,2022,4,15,12,52
53.43,2022-04-15T12:57:00Z,2022,4,15,12,57
55.92,2022-04-15T13:03:00Z,2022,4,15,13,3
52.19,2022-04-15T13:07:00Z,2022,4,15,13,7
54.05,2022-04-15T13:17:00Z,2022,4,15,13,17
50.95,2022-04-15T13:22:00Z,2022,4,15,13,22
45.98,2022-04-15T13:27:00Z,2022,4,15,13,27
41.63,2022-04-15T13:32:00Z,2022,4,15,13,32
46.6,2022-04-15T13:38:00Z,2022,4,15,13,38
46.6,2022-04-15T13:42:00Z,2022,4,15,13,42
53.43,2022-04-15T13:48:00Z,2022,4,15,13,48
55.3,2022-04-15T13:52:00Z,2022,4,15,13,52
53.43,2022-04-15T13:57:00Z,2022,4,15,13,57
54.68,2022-04-15T14:02:00Z,2022,4,15,14,2
54.05,2022-04-15T14:07:00Z,2022,4,15,14,7
46.6,2022-04-15T14:17:00Z,2022,4,15,14,17
54.68,2022-04-15T14:22:00Z,2022,4,15,14,22
50.95,2022-04-15T14:28:00Z,2022,4,15,14,28
52.81,2022-04-15T14:32:00Z,2022,4,15,14,32
53.43,2022-04-15T14:38:00Z,2022,4,15,14,38
55.3,2022-04-15T14:42:00Z,2022,4,15,14,42
55.92,2022-04-15T14:53:00Z,2022,4,15,14,53
55.3,2022-04-15T14:57:00Z,2022,4,15,14,57
53.43,2022-04-15T15:03:00Z,2022,4,15,15,3
54.68,2022-04-15T15:07:00Z,2022,4,15,15,7
50.33,2022-04-15T15:13:00Z,2022,4,15,15,13
48.46,2022-04-15T15:17:00Z,2022,4,15,15,17
48.46,2022-04-15T15:22:00Z,2022,4,15,15,22
48.46,2022-04-15T15:27:00Z,2022,4,15,15,27
54.05,2022-04-15T15:33:00Z,2022,4,15,15,33
53.43,2022-04-15T15:37:00Z,2022,4,15,15,37
54.05,2022-04-15T15:42:00Z,2022,4,15,15,42
55.92,2022-04-15T15:47:00Z,2022,4,15,15,47
52.19,2022-04-15T15:57:00Z,2022,4,15,15,57
50.95,2022-04-15T16:02:00Z,2022,4,15,16,2
51.57,2022-04-15T16:12:00Z,2022,4,15,16,12
50.95,2022-04-15T16:17:00Z,2022,4,15,16,17
49.7,2022-04-15T16:28:00Z,2022,4,15,16,28
50.33,2022-04-15T16:32:00Z,2022,4,15,16,32
50.95,2022-04-15T16:43:00Z,2022,4,15,16,43
52.19,2022-04-15T16:47:00Z,2022,4,15,16,47
54.05,2022-04-15T16:57:00Z,2022,4,15,16,57
51.57,2022-04-15T17:02:00Z,2022,4,15,17,2
53.43,2022-04-15T17:13:00Z,2022,4,15,17,13
52.81,2022-04-15T17:18:00Z,2022,4,15,17,18
45.98,2022-04-15T17:23:00Z,2022,4,15,17,23
49.08,2022-04-15T17:28:00Z,2022,4,15,17,28
55.3,2022-04-15T17:39:00Z,2022,4,15,17,39
52.81,2022-04-15T17:42:00Z,2022,4,15,17,42
53.43,2022-04-15T17:48:00Z,2022,4,15,17,48
50.33,2022-04-15T17:57:00Z,2022,4,15,17,57
50.95,2022-04-15T18:08:00Z,2022,4,15,18,8
49.08,2022-04-15T18:13:00Z,2022,4,15,18,13
49.7,2022-04-15T18:18:00Z,2022,4,15,18,18
56.54,2022-04-15T18:23:00Z,2022,4,15,18,23
55.92,2022-04-15T18:39:00Z,2022,4,15,18,39
55.3,2022-04-15T18:44:00Z,2022,4,15,18,44
56.54,2022-04-15T18:49:00Z,2022,4,15,18,49
56.54,2022-04-15T18:52:00Z,2022,4,15,18,52
51.57,2022-04-15T19:04:00Z,2022,4,15,19,4
54.05,2022-04-15T19:14:00Z,2022,4,15,19,14
54.68,2022-04-15T19:18:00Z,2022,4,15,19,18
49.08,2022-04-15T19:24:00Z,2022,4,15,19,24
50.33,2022-04-15T19:29:00Z,2022,4,15,19,29
54.05,2022-04-15T19:34:00Z,2022,4,15,19,34
53.43,2022-04-15T19:39:00Z,2022,4,15,19,39
50.95,2022-04-15T19:49:00Z,2022,4,15,19,49
45.98,2022-04-15T19:54:00Z,2022,4,15,19,54
52.19,2022-04-15T20:04:00Z,2022,4,15,20,4
51.57,2022-04-15T20:09:00Z,2022,4,15,20,9
50.95,2022-04-15T20:14:00Z,2022,4,15,20,14
47.84,2022-04-15T20:19:00Z,2022,4,15,20,19
45.98,2022-04-15T20:24:00Z,2022,4,15,20,24
52.19,2022-04-15T20:29:00Z,2022,4,15,20,29
48.46,2022-04-15T20:33:00Z,2022,4,15,20,33
52.19,2022-04-15T20:39:00Z,2022,4,15,20,39
50.95,2022-04-15T20:49:00Z,2022,4,15,20,49
53.43,2022-04-15T20:54:00Z,2022,4,15,20,54
52.81,2022-04-15T20:58:00Z,2022,4,15,20,58
52.81,2022-04-15T21:03:00Z,2022,4,15,21,3
51.57,2022-04-15T21:08:00Z,2022,4,15,21,8
53.43,2022-04-15T21:13:00Z,2022,4,15,21,13
45.98,2022-04-15T21:18:00Z,2022,4,15,21,18
50.95,2022-04-15T21:23:00Z,2022,4,15,21,23
54.68,2022-04-15T21:28:00Z,2022,4,15,21,28
50.33,2022-04-15T21:33:00Z,2022,4,15,21,33
51.57,2022-04-15T21:38:00Z,2022,4,15,21,38
50.95,2022-04-15T21:43:00Z,2022,4,15,21,43
48.46,2022-04-15T21:48:00Z,2022,4,15,21,48
52.19,2022-04-15T21:53:00Z,2022,4,15,21,53
53.43,2022-04-15T21:58:00Z,2022,4,15,21,58
55.92,2022-04-15T22:03:00Z,2022,4,15,22,3
52.19,2022-04-15T22:09:00Z,2022,4,15,22,9
52.19,2022-04-15T22:14:00Z,2022,4,15,22,14
53.43,2022-04-15T22:19:00Z,2022,4,15,22,19
51.57,2022-04-15T22:24:00Z,2022,4,15,22,24
53.43,2022-04-15T22:29:00Z,2022,4,15,22,29
54.68,2022-04-15T22:34:00Z,2022,4,15,22,34
51.57,2022-04-15T22:39:00Z,2022,4,15,22,39
52.19,2022-04-15T22:44:00Z,2022,4,15,22,44
52.81,2022-04-15T22:49:00Z,2022,4,15,22,49
54.68,2022-04-15T22:54:00Z,2022,4,15,22,54
53.43,2022-04-15T23:04:00Z,2022,4,15,23,4
55.92,2022-04-15T23:14:00Z,2022,4,15,23,14
55.3,2022-04-15T23:19:00Z,2022,4,15,23,19
56.54,2022-04-15T23:24:00Z,2022,4,15,23,24
57.78,2022-04-15T23:29:00Z,2022,4,15,23,29
57.16,2022-04-15T23:34:00Z,2022,4,15,23,34
52.81,2022-04-15T23:39:00Z,2022,4,15,23,39
52.19,2022-04-15T23:44:00Z,2022,4,15,23,44
55.3,2022-04-15T23:49:00Z,2022,4,15,23,49
55.92,2022-04-15T23:54:00Z,2022,4,15,23,54
53.43,2022-04-15T23:58:00Z,2022,4,15,23,58
55.92,2022-04-16T00:04:00Z,2022,4,16,0,4
55.3,2022-04-16T00:09:00Z,2022,4,16,0,9
55.92,2022-04-16T00:14:00Z,2022,4,16,0,14
55.92,2022-04-16T00:19:00Z,2022,4,16,0,19
57.16,2022-04-16T00:24:00Z,2022,4,16,0,24
54.68,2022-04-16T00:34:00Z,2022,4,16,0,34
57.16,2022-04-16T00:39:00Z,2022,4,16,0,39
56.54,2022-04-16T00:44:00Z,2022,4,16,0,44
54.68,2022-04-16T00:49:00Z,2022,4,16,0,49
57.16,2022-04-16T00:54:00Z,2022,4,16,0,54
56.54,2022-04-16T00:59:00Z,2022,4,16,0,59
52.81,2022-04-16T01:04:00Z,2022,4,16,1,4
50.33,2022-04-16T01:09:00Z,2022,4,16,1,9
54.68,2022-04-16T01:14:00Z,2022,4,16,1,14
57.16,2022-04-16T01:19:00Z,2022,4,16,1,19
57.78,2022-04-16T01:24:00Z,2022,4,16,1,24
59.03,2022-04-16T01:29:00Z,2022,4,16,1,29
59.65,2022-04-16T01:34:00Z,2022,4,16,1,34
59.65,2022-04-16T01:39:00Z,2022,4,16,1,39
57.16,2022-04-16T01:44:00Z,2022,4,16,1,44
57.16,2022-04-16T01:49:00Z,2022,4,16,1,49
50.33,2022-04-16T01:54:00Z,2022,4,16,1,54
57.16,2022-04-16T01:59:00Z,2022,4,16,1,59
58.4,2022-04-16T02:04:00Z,2022,4,16,2,4
57.16,2022-04-16T02:09:00Z,2022,4,16,2,9
56.54,2022-04-16T02:14:00Z,2022,4,16,2,14
57.16,2022-04-16T02:19:00Z,2022,4,16,2,19
60.89,2022-04-16T02:24:00Z,2022,4,16,2,24
47.22,2022-04-16T02:29:00Z,2022,4,16,2,29
46.6,2022-04-16T02:34:00Z,2022,4,16,2,34
58.4,2022-04-16T02:39:00Z,2022,4,16,2,39
56.54,2022-04-16T02:44:00Z,2022,4,16,2,44
57.78,2022-04-16T02:49:00Z,2022,4,16,2,49
59.65,2022-04-16T02:54:00Z,2022,4,16,2,54
37.28,2022-04-16T03:04:00Z,2022,4,16,3,4
24.23,2022-04-16T03:09:00Z,2022,4,16,3,9
59.03,2022-04-16T03:14:00Z,2022,4,16,3,14
57.78,2022-04-16T03:19:00Z,2022,4,16,3,19
57.78,2022-04-16T03:24:00Z,2022,4,16,3,24
60.27,2022-04-16T03:29:00Z,2022,4,16,3,29
57.78,2022-04-16T03:34:00Z,2022,4,16,3,34
56.54,2022-04-16T03:39:00Z,2022,4,16,3,39
57.78,2022-04-16T03:44:00Z,2022,4,16,3,44
56.54,2022-04-16T03:49:00Z,2022,4,16,3,49
59.03,2022-04-16T03:54:00Z,2022,4,16,3,54
60.27,2022-04-16T03:59:00Z,2022,4,16,3,59
60.27,2022-04-16T04:04:00Z,2022,4,16,4,4
56.54,2022-04-16T04:09:00Z,2022,4,16,4,9
55.92,2022-04-16T04:14:00Z,2022,4,16,4,14
56.54,2022-04-16T04:19:00Z,2022,4,16,4,19
58.4,2022-04-16T04:24:00Z,2022,4,16,4,24
59.03,2022-04-16T04:29:00Z,2022,4,16,4,29
59.03,2022-04-16T04:34:00Z,2022,4,16,4,34
47.22,2022-04-16T04:39:00Z,2022,4,16,4,39
59.03,2022-04-16T04:44:00Z,2022,4,16,4,44
59.65,2022-04-16T04:49:00Z,2022,4,16,4,49
60.27,2022-04-16T04:54:00Z,2022,4,16,4,54
57.78,2022-04-16T04:59:00Z,2022,4,16,4,59
58.4,2022-04-16T05:04:00Z,2022,4,16,5,4
60.27,2022-04-16T05:09:00Z,2022,4,16,5,9
58.4,2022-04-16T05:14:00Z,2022,4,16,5,14
57.78,2022-04-16T05:19:00Z,2022,4,16,5,19
57.16,2022-04-16T05:24:00Z,2022,4,16,5,24
58.4,2022-04-16T05:29:00Z,2022,4,16,5,29
52.81,2022-04-16T05:34:00Z,2022,4,16,5,34
49.7,2022-04-16T05:39:00Z,2022,4,16,5,39
40.38,2022-04-16T05:44:00Z,2022,4,16,5,44
57.16,2022-04-16T05:49:00Z,2022,4,16,5,49
59.03,2022-04-16T05:54:00Z,2022,4,16,5,54
60.27,2022-04-16T05:59:00Z,2022,4,16,5,59
60.89,2022-04-16T06:04:00Z,2022,4,16,6,4
60.89,2022-04-16T06:09:00Z,2022,4,16,6,9
58.4,2022-04-16T06:14:00Z,2022,4,16,6,14
44.73,2022-04-16T06:19:00Z,2022,4,16,6,19
46.6,2022-04-16T06:24:00Z,2022,4,16,6,24
59.03,2022-04-16T06:29:00Z,2022,4,16,6,29
57.78,2022-04-16T06:34:00Z,2022,4,16,6,34
59.65,2022-04-16T06:39:00Z,2022,4,16,6,39
60.27,2022-04-16T06:44:00Z,2022,4,16,6,44
59.65,2022-04-16T06:49:00Z,2022,4,16,6,49
59.65,2022-04-16T06:54:00Z,2022,4,16,6,54
60.89,2022-04-16T06:59:00Z,2022,4,16,6,59
60.89,2022-04-16T07:04:00Z,2022,4,16,7,4
59.65,2022-04-16T07:09:00Z,2022,4,16,7,9
60.27,2022-04-16T07:14:00Z,2022,4,16,7,14
60.89,2022-04-16T07:19:00Z,2022,4,16,7,19
58.4,2022-04-16T07:24:00Z,2022,4,16,7,24
58.4,2022-04-16T07:29:00Z,2022,4,16,7,29
59.65,2022-04-16T07:34:00Z,2022,4,16,7,34
59.65,2022-04-16T07:39:00Z,2022,4,16,7,39
59.65,2022-04-16T07:44:00Z,2022,4,16,7,44
58.4,2022-04-16T07:49:00Z,2022,4,16,7,49
57.78,2022-04-16T07:53:00Z,2022,4,16,7,53
58.4,2022-04-16T07:59:00Z,2022,4,16,7,59
56.54,2022-04-16T08:03:00Z,2022,4,16,8,3
54.05,2022-04-16T08:08:00Z,2022,4,16,8,8
59.03,2022-04-16T08:13:00Z,2022,4,16,8,13
59.65,2022-04-16T08:18:00Z,2022,4,16,8,18
59.65,2022-04-16T08:23:00Z,2022,4,16,8,23
59.65,2022-04-16T08:28:00Z,2022,4,16,8,28
59.65,2022-04-16T08:33:00Z,2022,4,16,8,33
60.27,2022-04-16T08:38:00Z,2022,4,16,8,38
56.54,2022-04-16T08:43:00Z,2022,4,16,8,43
54.05,2022-04-16T08:48:00Z,2022,4,16,8,48
57.78,2022-04-16T08:53:00Z,2022,4,16,8,53
57.16,2022-04-16T08:58:00Z,2022,4,16,8,58
59.65,2022-04-16T09:03:00Z,2022,4,16,9,3
58.4,2022-04-16T09:08:00Z,2022,4,16,9,8
57.78,2022-04-16T09:13:00Z,2022,4,16,9,13
57.78,2022-04-16T09:18:00Z,2022,4,16,9,18
57.16,2022-04-16T09:23:00Z,2022,4,16,9,23
55.92,2022-04-16T09:28:00Z,2022,4,16,9,28
55.3,2022-04-16T09:33:00Z,2022,4,16,9,33
57.78,2022-04-16T09:38:00Z,2022,4,16,9,38
52.19,2022-04-16T09:43:00Z,2022,4,16,9,43
50.33,2022-04-16T09:48:00Z,2022,4,16,9,48
55.92,2022-04-16T09:53:00Z,2022,4,16,9,53
56.54,2022-04-16T09:58:00Z,2022,4,16,9,58
55.92,2022-04-16T10:03:00Z,2022,4,16,10,3
56.54,2022-04-16T10:08:00Z,2022,4,16,10,8
55.92,2022-04-16T10:13:00Z,2022,4,16,10,13
52.81,2022-04-16T10:18:00Z,2022,4,16,10,18
54.68,2022-04-16T10:23:00Z,2022,4,16,10,23
51.57,2022-04-16T10:28:00Z,2022,4,16,10,28
54.05,2022-04-16T10:33:00Z,2022,4,16,10,33
55.3,2022-04-16T10:38:00Z,2022,4,16,10,38
55.3,2022-04-16T10:43:00Z,2022,4,16,10,43
50.33,2022-04-16T10:48:00Z,2022,4,16,10,48
52.81,2022-04-16T10:53:00Z,2022,4,16,10,53
55.92,2022-04-16T10:58:00Z,2022,4,16,10,58
54.68,2022-04-16T11:03:00Z,2022,4,16,11,3
54.05,2022-04-16T11:08:00Z,2022,4,16,11,8
49.7,2022-04-16T11:13:00Z,2022,4,16,11,13
43.49,2022-04-16T11:18:00Z,2022,4,16,11,18
41.63,2022-04-16T11:23:00Z,2022,4,16,11,23
40.38,2022-04-16T11:28:00Z,2022,4,16,11,28
39.14,2022-04-16T11:33:00Z,2022,4,16,11,33
41.01,2022-04-16T11:38:00Z,2022,4,16,11,38
41.63,2022-04-16T11:43:00Z,2022,4,16,11,43
41.63,2022-04-16T11:48:00Z,2022,4,16,11,48
49.7,2022-04-16T11:53:00Z,2022,4,16,11,53
53.43,2022-04-16T11:58:00Z,2022,4,16,11,58
46.6,2022-04-16T12:03:00Z,2022,4,16,12,3
55.3,2022-04-16T12:08:00Z,2022,4,16,12,8
55.3,2022-04-16T12:13:00Z,2022,4,16,12,13
50.33,2022-04-16T12:18:00Z,2022,4,16,12,18
47.22,2022-04-16T12:23:00Z,2022,4,16,12,23
46.6,2022-04-16T12:28:00Z,2022,4,16,12,28
56.54,2022-04-16T12:33:00Z,2022,4,16,12,33
55.92,2022-04-16T12:38:00Z,2022,4,16,12,38
54.68,2022-04-16T12:43:00Z,2022,4,16,12,43
54.05,2022-04-16T12:48:00Z,2022,4,16,12,48
52.19,2022-04-16T12:53:00Z,2022,4,16,12,53
54.68,2022-04-16T12:58:00Z,2022,4,16,12,58
55.3,2022-04-16T13:03:00Z,2022,4,16,13,3
55.3,2022-04-16T13:08:00Z,2022,4,16,13,8
56.54,2022-04-16T13:13:00Z,2022,4,16,13,13
54.68,2022-04-16T13:18:00Z,2022,4,16,13,18
51.57,2022-04-16T13:23:00Z,2022,4,16,13,23
52.19,2022-04-16T13:28:00Z,2022,4,16,13,28
53.43,2022-04-16T13:33:00Z,2022,4,16,13,33
52.19,2022-04-16T13:39:00Z,2022,4,16,13,39
51.57,2022-04-16T13:43:00Z,2022,4,16,13,43
46.6,2022-04-16T13:49:00Z,2022,4,16,13,49
44.73,2022-04-16T13:53:00Z,2022,4,16,13,53
46.6,2022-04-16T13:59:00Z,2022,4,16,13,59
49.08,2022-04-16T14:03:00Z,2022,4,16,14,3
51.57,2022-04-16T14:08:00Z,2022,4,16,14,8
54.05,2022-04-16T14:13:00Z,2022,4,16,14,13
54.68,2022-04-16T14:18:00Z,2022,4,16,14,18
55.92,2022-04-16T14:24:00Z,2022,4,16,14,24
57.16,2022-04-16T14:28:00Z,2022,4,16,14,28
58.4,2022-04-16T14:34:00Z,2022,4,16,14,34
56.54,2022-04-16T14:38:00Z,2022,4,16,14,38
47.84,2022-04-16T14:44:00Z,2022,4,16,14,44
55.3,2022-04-16T14:49:00Z,2022,4,16,14,49
57.16,2022-04-16T14:54:00Z,2022,4,16,14,54
52.19,2022-04-16T14:59:00Z,2022,4,16,14,59
56.54,2022-04-16T15:04:00Z,2022,4,16,15,4
58.4,2022-04-16T15:08:00Z,2022,4,16,15,8
56.54,2022-04-16T15:14:00Z,2022,4,16,15,14
42.25,2022-04-16T15:19:00Z,2022,4,16,15,19
46.6,2022-04-16T15:24:00Z,2022,4,16,15,24
52.19,2022-04-16T15:29:00Z,2022,4,16,15,29
52.19,2022-04-16T15:34:00Z,2022,4,16,15,34
57.16,2022-04-16T15:39:00Z,2022,4,16,15,39
56.54,2022-04-16T15:44:00Z,2022,4,16,15,44
53.43,2022-04-16T15:49:00Z,2022,4,16,15,49
54.68,2022-04-16T15:54:00Z,2022,4,16,15,54
55.3,2022-04-16T15:59:00Z,2022,4,16,15,59
54.68,2022-04-16T16:04:00Z,2022,4,16,16,4
49.08,2022-04-16T16:09:00Z,2022,4,16,16,9
54.05,2022-04-16T16:14:00Z,2022,4,16,16,14
53.43,2022-04-16T16:19:00Z,2022,4,16,16,19
52.19,2022-04-16T16:24:00Z,2022,4,16,16,24
54.68,2022-04-16T16:29:00Z,2022,4,16,16,29
54.05,2022-04-16T16:34:00Z,2022,4,16,16,34
56.54,2022-04-16T16:39:00Z,2022,4,16,16,39
55.92,2022-04-16T16:44:00Z,2022,4,16,16,44
55.92,2022-04-16T16:49:00Z,2022,4,16,16,49
54.68,2022-04-16T16:54:00Z,2022,4,16,16,54
53.43,2022-04-16T16:59:00Z,2022,4,16,16,59
54.05,2022-04-16T17:04:00Z,2022,4,16,17,4
55.3,2022-04-16T17:09:00Z,2022,4,16,17,9
55.92,2022-04-16T17:14:00Z,2022,4,16,17,14
52.81,2022-04-16T17:19:00Z,2022,4,16,17,19
50.33,2022-04-16T17:24:00Z,2022,4,16,17,24
51.57,2022-04-16T17:29:00Z,2022,4,16,17,29
50.33,2022-04-16T17:34:00Z,2022,4,16,17,34
48.46,2022-04-16T17:39:00Z,2022,4,16,17,39
50.33,2022-04-16T17:44:00Z,2022,4,16,17,44
47.22,2022-04-16T17:49:00Z,2022,4,16,17,49
47.22,2022-04-16T17:54:00Z,2022,4,16,17,54
50.95,2022-04-16T17:59:00Z,2022,4,16,17,59
55.3,2022-04-16T18:04:00Z,2022,4,16,18,4
52.19,2022-04-16T18:09:00Z,2022,4,16,18,9
55.3,2022-04-16T18:14:00Z,2022,4,16,18,14
55.3,2022-04-16T18:19:00Z,2022,4,16,18,19
54.68,2022-04-16T18:24:00Z,2022,4,16,18,24
51.57,2022-04-16T18:29:00Z,2022,4,16,18,29
50.33,2022-04-16T18:34:00Z,2022,4,16,18,34
53.43,2022-04-16T18:39:00Z,2022,4,16,18,39
52.19,2022-04-16T18:44:00Z,2022,4,16,18,44
52.19,2022-04-16T18:49:00Z,2022,4,16,18,49
52.19,2022-04-16T18:54:00Z,2022,4,16,18,54
51.57,2022-04-16T18:59:00Z,2022,4,16,18,59
49.7,2022-04-16T19:04:00Z,2022,4,16,19,4
50.95,2022-04-16T19:09:00Z,2022,4,16,19,9
55.92,2022-04-16T19:14:00Z,2022,4,16,19,14
55.92,2022-04-16T19:19:00Z,2022,4,16,19,19
55.3,2022-04-16T19:24:00Z,2022,4,16,19,24
54.68,2022-04-16T19:29:00Z,2022,4,16,19,29
51.57,2022-04-16T19:34:00Z,2022,4,16,19,34
47.84,2022-04-16T19:39:00Z,2022,4,16,19,39
48.46,2022-04-16T19:44:00Z,2022,4,16,19,44
47.84,2022-04-16T19:49:00Z,2022,4,16,19,49
50.95,2022-04-16T19:54:00Z,2022,4,16,19,54
53.43,2022-04-16T19:59:00Z,2022,4,16,19,59
49.7,2022-04-16T20:04:00Z,2022,4,16,20,4
50.33,2022-04-16T20:09:00Z,2022,4,16,20,9
50.33,2022-04-16T20:14:00Z,2022,4,16,20,14
50.95,2022-04-16T20:19:00Z,2022,4,16,20,19
51.57,2022-04-16T20:24:00Z,2022,4,16,20,24
52.19,2022-04-16T20:29:00Z,2022,4,16,20,29
50.33,2022-04-16T20:34:00Z,2022,4,16,20,34
50.95,2022-04-16T20:39:00Z,2022,4,16,20,39
49.7,2022-04-16T20:44:00Z,2022,4,16,20,44
50.33,2022-04-16T20:49:00Z,2022,4,16,20,49
51.57,2022-04-16T20:54:00Z,2022,4,16,20,54
47.84,2022-04-16T20:59:00Z,2022,4,16,20,59
47.22,2022-04-16T21:03:00Z,2022,4,16,21,3
49.08,2022-04-16T21:08:00Z,2022,4,16,21,8
49.08,2022-04-16T21:13:00Z,2022,4,16,21,13
49.08,2022-04-16T21:18:00Z,2022,4,16,21,18
47.84,2022-04-16T21:23:00Z,2022,4,16,21,23
44.73,2022-04-16T21:28:00Z,2022,4,16,21,28
42.25,2022-04-16T21:33:00Z,2022,4,16,21,33
42.87,2022-04-16T21:38:00Z,2022,4,16,21,38
42.87,2022-04-16T21:44:00Z,2022,4,16,21,44
43.49,2022-04-16T21:48:00Z,2022,4,16,21,48
45.36,2022-04-16T21:53:00Z,2022,4,16,21,53
47.84,2022-04-16T21:58:00Z,2022,4,16,21,58
41.63,2022-04-16T22:09:00Z,2022,4,16,22,9
42.87,2022-04-16T22:14:00Z,2022,4,16,22,14
46.6,2022-04-16T22:19:00Z,2022,4,16,22,19
45.36,2022-04-16T22:24:00Z,2022,4,16,22,24
45.36,2022-04-16T22:29:00Z,2022,4,16,22,29
45.98,2022-04-16T22:34:00Z,2022,4,16,22,34
45.98,2022-04-16T22:39:00Z,2022,4,16,22,39
47.84,2022-04-16T22:44:00Z,2022,4,16,22,44
44.11,2022-04-16T22:49:00Z,2022,4,16,22,49
45.36,2022-04-16T22:54:00Z,2022,4,16,22,54
48.46,2022-04-16T22:59:00Z,2022,4,16,22,59
48.46,2022-04-16T23:04:00Z,2022,4,16,23,4
47.84,2022-04-16T23:09:00Z,2022,4,16,23,9
47.84,2022-04-16T23:14:00Z,2022,4,16,23,14
47.84,2022-04-16T23:19:00Z,2022,4,16,23,19
49.7,2022-04-16T23:24:00Z,2022,4,16,23,24
50.95,2022-04-16T23:29:00Z,2022,4,16,23,29
51.57,2022-04-16T23:34:00Z,2022,4,16,23,34
50.95,2022-04-16T23:39:00Z,2022,4,16,23,39
51.57,2022-04-16T23:44:00Z,2022,4,16,23,44
50.95,2022-04-16T23:49:00Z,2022,4,16,23,49
51.57,2022-04-16T23:54:00Z,2022,4,16,23,54
46.6,2022-04-16T23:59:00Z,2022,4,16,23,59
48.46,2022-04-17T00:04:00Z,2022,4,17,0,4
54.05,2022-04-17T00:09:00Z,2022,4,17,0,9
54.68,2022-04-17T00:14:00Z,2022,4,17,0,14
54.05,2022-04-17T00:19:00Z,2022,4,17,0,19
54.05,2022-04-17T00:24:00Z,2022,4,17,0,24
53.43,2022-04-17T00:29:00Z,2022,4,17,0,29
54.05,2022-04-17T00:34:00Z,2022,4,17,0,34
49.7,2022-04-17T00:39:00Z,2022,4,17,0,39
49.08,2022-04-17T00:44:00Z,2022,4,17,0,44
54.05,2022-04-17T00:49:00Z,2022,4,17,0,49
50.95,2022-04-17T00:54:00Z,2022,4,17,0,54
56.54,2022-04-17T00:59:00Z,2022,4,17,0,59
52.19,2022-04-17T01:04:00Z,2022,4,17,1,4
56.54,2022-04-17T01:09:00Z,2022,4,17,1,9
55.92,2022-04-17T01:14:00Z,2022,4,17,1,14
57.16,2022-04-17T01:19:00Z,2022,4,17,1,19
56.54,2022-04-17T01:24:00Z,2022,4,17,1,24
56.54,2022-04-17T01:29:00Z,2022,4,17,1,29
58.4,2022-04-17T01:34:00Z,2022,4,17,1,34
58.4,2022-04-17T01:39:00Z,2022,4,17,1,39
57.78,2022-04-17T01:44:00Z,2022,4,17,1,44
58.4,2022-04-17T01:49:00Z,2022,4,17,1,49
60.27,2022-04-17T01:54:00Z,2022,4,17,1,54
59.03,2022-04-17T01:59:00Z,2022,4,17,1,59
58.4,2022-04-17T02:04:00Z,2022,4,17,2,4
60.27,2022-04-17T02:09:00Z,2022,4,17,2,9
57.78,2022-04-17T02:14:00Z,2022,4,17,2,14
55.92,2022-04-17T02:19:00Z,2022,4,17,2,19
56.54,2022-04-17T02:24:00Z,2022,4,17,2,24
54.68,2022-04-17T02:29:00Z,2022,4,17,2,29
57.16,2022-04-17T02:34:00Z,2022,4,17,2,34
55.92,2022-04-17T02:39:00Z,2022,4,17,2,39
49.7,2022-04-17T02:44:00Z,2022,4,17,2,44
58.4,2022-04-17T02:49:00Z,2022,4,17,2,49
56.54,2022-04-17T02:54:00Z,2022,4,17,2,54
57.78,2022-04-17T02:59:00Z,2022,4,17,2,59
54.68,2022-04-17T03:04:00Z,2022,4,17,3,4
53.43,2022-04-17T03:09:00Z,2022,4,17,3,9
55.3,2022-04-17T03:14:00Z,2022,4,17,3,14
57.16,2022-04-17T03:19:00Z,2022,4,17,3,19
57.16,2022-04-17T03:24:00Z,2022,4,17,3,24
57.16,2022-04-17T03:29:00Z,2022,4,17,3,29
55.3,2022-04-17T03:34:00Z,2022,4,17,3,34
57.16,2022-04-17T03:39:00Z,2022,4,17,3,39
