time_stamp,air_temp,date_code,hour,date,description,value
20220528T0700,58.91044,20220528,700,05/28/2022,,
20220528T0800,60.692444,20220528,800,05/28/2022,,
20220528T0900,62.47444,20220528,900,05/28/2022,,
20220528T1000,63.806442,20220528,1000,05/28/2022,,
20220528T1100,65.44444,20220528,1100,05/28/2022,,
20220528T1200,65.912445,20220528,1200,05/28/2022,,
20220528T1300,66.38044,20220528,1300,05/28/2022,,
20220528T1400,66.68644,20220528,1400,05/28/2022,,
20220528T1500,67.42444,20220528,1500,05/28/2022,,
20220528T1600,67.51444,20220528,1600,05/28/2022,,
20220528T1700,65.67844,20220528,1700,05/28/2022,,
20220528T1800,63.86044,20220528,1800,05/28/2022,,
20220528T1900,61.10644,20220528,1900,05/28/2022,,
20220528T2000,57.50644,20220528,2000,05/28/2022,,
20220528T2100,54.55444,20220528,2100,05/28/2022,,
20220528T2200,52.59244,20220528,2200,05/28/2022,,
20220528T2300,51.584442,20220528,2300,05/28/2022,,
20220529T0000,50.720444,20220529,0,05/29/2022,,
20220529T0100,49.15444,20220529,100,05/29/2022,,
20220529T0200,48.14644,20220529,200,05/29/2022,,
20220529T0300,47.624443,20220529,300,05/29/2022,,
20220529T0400,47.624443,20220529,400,05/29/2022,,
20220529T0500,49.11844,20220529,500,05/29/2022,,
20220529T0600,51.458443,20220529,600,05/29/2022,,
20220529T0700,54.626442,20220529,700,05/29/2022,,
20220529T0800,57.25444,20220529,800,05/29/2022,,
20220529T0900,59.05444,20220529,900,05/29/2022,,
20220529T1000,60.818443,20220529,1000,05/29/2022,,
20220529T1100,61.376442,20220529,1100,05/29/2022,,
20220529T1200,62.276443,20220529,1200,05/29/2022,,
20220529T1300,63.28444,20220529,1300,05/29/2022,,
20220529T1400,63.73444,20220529,1400,05/29/2022,,
20220529T1500,63.41044,20220529,1500,05/29/2022,,
20220529T1600,63.12244,20220529,1600,05/29/2022,,
20220529T1700,61.95244,20220529,1700,05/29/2022,,
20220529T1800,60.20644,20220529,1800,05/29/2022,,
20220529T1900,57.18244,20220529,1900,05/29/2022,,
20220529T2000,54.77044,20220529,2000,05/29/2022,,
20220529T2100,53.24044,20220529,2100,05/29/2022,,
20220529T2200,49.80244,20220529,2200,05/29/2022,,
20220529T2300,48.81244,20220529,2300,05/29/2022,,
20220530T0000,47.94844,20220530,0,05/30/2022,,
20220530T0100,46.70644,20220530,100,05/30/2022,,
20220530T0200,45.35644,20220530,200,05/30/2022,,
20220530T0300,44.402443,20220530,300,05/30/2022,,
20220530T0400,44.00644,20220530,400,05/30/2022,,
20220530T0500,47.24644,20220530,500,05/30/2022,,
20220530T0600,51.22444,20220530,600,05/30/2022,,
20220530T0700,55.07644,20220530,700,05/30/2022,,
20220530T0800,58.47844,20220530,800,05/30/2022,,
20220530T0900,60.980442,20220530,900,05/30/2022,,
20220530T1000,63.914444,20220530,1000,05/30/2022,,
20220530T1100,65.33644,20220530,1100,05/30/2022,,
20220530T1200,67.11844,20220530,1200,05/30/2022,,
20220530T1300,68.34244,20220530,1300,05/30/2022,,
20220530T1400,69.35044,20220530,1400,05/30/2022,,
20220530T1500,70.14244,20220530,1500,05/30/2022,,
20220530T1600,70.01644,20220530,1600,05/30/2022,,
20220530T1700,69.692444,20220530,1700,05/30/2022,,
20220530T1800,68.32444,20220530,1800,05/30/2022,,
20220530T1900,64.40044,20220530,1900,05/30/2022,,
20220530T2000,59.50444,20220530,2000,05/30/2022,,
20220530T2100,54.08644,20220530,2100,05/30/2022,,
20220530T2200,53.11444,20220530,2200,05/30/2022,,
20220530T2300,51.83644,20220530,2300,05/30/2022,,
20220531T0000,50.19844,20220531,0,05/31/2022,,
20220531T0100,48.97444,20220531,100,05/31/2022,,
20220531T0200,48.92044,20220531,200,05/31/2022,,
20220531T0300,49.04644,20220531,300,05/31/2022,,
20220531T0400,49.37044,20220531,400,05/31/2022,,
20220531T0500,51.998444,20220531,500,05/31/2022,,
20220531T0600,56.624443,20220531,600,05/31/2022,,
20220531T0700,60.49444,20220531,700,05/31/2022,,
20220531T0800,63.69844,20220531,800,05/31/2022,,
20220531T0900,68.162445,20220531,900,05/31/2022,,
20220531T1000,70.08844,20220531,1000,05/31/2022,,
20220531T1100,69.92644,20220531,1100,05/31/2022,,
20220531T1200,71.76244,20220531,1200,05/31/2022,,
20220531T1300,72.356445,20220531,1300,05/31/2022,,
20220531T1400,71.636444,20220531,1400,05/31/2022,,
20220531T1500,70.106445,20220531,1500,05/31/2022,,
20220531T1600,69.06244,20220531,1600,05/31/2022,,
20220531T1700,68.846436,20220531,1700,05/31/2022,,
20220531T1800,67.89244,20220531,1800,05/31/2022,,
20220531T1900,65.13844,20220531,1900,05/31/2022,,
20220531T2000,63.15844,20220531,2000,05/31/2022,,
20220531T2100,61.44844,20220531,2100,05/31/2022,,
20220531T2200,57.65044,20220531,2200,05/31/2022,,
20220531T2300,56.04844,20220531,2300,05/31/2022,,
20220601T0000,54.806442,20220601,0,06/01/2022,,
20220601T0100,53.45644,20220601,100,06/01/2022,,
20220601T0200,51.944443,20220601,200,06/01/2022,,
20220601T0300,52.070442,20220601,300,06/01/2022,,
20220601T0400,51.90844,20220601,400,06/01/2022,,
20220601T0500,54.59044,20220601,500,06/01/2022,,
20220601T0600,59.612442,20220601,600,06/01/2022,,
20220601T0700,64.40044,20220601,700,06/01/2022,,
20220601T0800,66.86644,20220601,800,06/01/2022,,
20220601T0900,69.47644,20220601,900,06/01/2022,,
20220601T1000,71.078445,20220601,1000,06/01/2022,,
20220601T1100,71.024445,20220601,1100,06/01/2022,,
20220601T1200,71.36644,20220601,1200,06/01/2022,,
20220601T1300,70.71844,20220601,1300,06/01/2022,,
20220601T1400,70.21444,20220601,1400,06/01/2022,,
20220601T1500,69.85444,20220601,1500,06/01/2022,,
20220601T1600,69.27844,20220601,1600,06/01/2022,,
20220601T1700,68.59444,20220601,1700,06/01/2022,,
20220601T1800,67.29844,20220601,1800,06/01/2022,,
20220601T1900,65.39044,20220601,1900,06/01/2022,,
20220601T2000,63.68044,20220601,2000,06/01/2022,,
20220601T2100,62.312443,20220601,2100,06/01/2022,,
20220601T2200,60.764442,20220601,2200,06/01/2022,,
20220601T2300,59.34244,20220601,2300,06/01/2022,,
20220602T0000,58.29844,20220602,0,06/02/2022,,
20220602T0100,57.416443,20220602,100,06/02/2022,,
20220602T0200,55.72444,20220602,200,06/02/2022,,
20220602T0300,56.24644,20220602,300,06/02/2022,,
20220602T0400,55.598442,20220602,400,06/02/2022,,
20220602T0500,57.416443,20220602,500,06/02/2022,,
20220602T0600,59.59444,20220602,600,06/02/2022,,
20220602T0700,62.204437,20220602,700,06/02/2022,,
20220602T0800,65.26444,20220602,800,06/02/2022,,
20220602T0900,68.34244,20220602,900,06/02/2022,,
20220602T1000,70.82645,20220602,1000,06/02/2022,,
20220602T1100,72.42844,20220602,1100,06/02/2022,,
20220602T1200,73.40044,20220602,1200,06/02/2022,,
20220602T1300,73.40044,20220602,1300,06/02/2022,,
20220602T1400,74.66044,20220602,1400,06/02/2022,,
20220602T1500,75.902435,20220602,1500,06/02/2022,,
20220602T1600,76.22644,20220602,1600,06/02/2022,,
20220602T1700,75.81244,20220602,1700,06/02/2022,,
20220602T1800,74.08444,20220602,1800,06/02/2022,,
20220602T1900,69.85444,20220602,1900,06/02/2022,,
20220602T2000,67.62244,20220602,2000,06/02/2022,,
20220602T2100,66.05644,20220602,2100,06/02/2022,,
20220602T2200,60.78244,20220602,2200,06/02/2022,,
20220602T2300,59.37844,20220602,2300,06/02/2022,,
20220603T0000,58.46044,20220603,0,06/03/2022,,
20220603T0100,57.68644,20220603,100,06/03/2022,,
20220603T0200,57.74044,20220603,200,06/03/2022,,
20220603T0300,57.95644,20220603,300,06/03/2022,,
20220603T0400,57.12844,20220603,400,06/03/2022,,
20220603T0500,60.29644,20220603,500,06/03/2022,,
20220603T0600,63.194443,20220603,600,06/03/2022,,
20220603T0700,65.984436,20220603,700,06/03/2022,,
20220603T0800,69.51244,20220603,800,06/03/2022,,
20220603T0900,72.068436,20220603,900,06/03/2022,,
20220603T1000,73.81444,20220603,1000,06/03/2022,,
20220603T1100,74.192444,20220603,1100,06/03/2022,,
20220603T1200,73.38245,20220603,1200,06/03/2022,,
20220603T1300,73.36444,20220603,1300,06/03/2022,,
20220603T1400,74.192444,20220603,1400,06/03/2022,,
20220603T1500,75.03844,20220603,1500,06/03/2022,,
20220603T1600,75.41644,20220603,1600,06/03/2022,,
20220603T1700,75.05644,20220603,1700,06/03/2022,,
20220603T1800,73.74244,20220603,1800,06/03/2022,,
20220603T1900,69.47644,20220603,1900,06/03/2022,,
20220603T2000,67.11844,20220603,2000,06/03/2022,,
20220603T2100,65.49844,20220603,2100,06/03/2022,,
20220603T2200,62.87044,20220603,2200,06/03/2022,,
20220603T2300,62.348442,20220603,2300,06/03/2022,,
20220604T0000,62.29444,20220604,0,06/04/2022,,
20220604T0100,62.56444,20220604,100,06/04/2022,,
20220604T0200,63.10444,20220604,200,06/04/2022,,
20220604T0300,63.17644,20220604,300,06/04/2022,,
20220604T0400,62.94244,20220604,400,06/04/2022,,
20220604T0500,63.48244,20220604,500,06/04/2022,,
20220604T0600,64.85044,20220604,600,06/04/2022,,
20220604T0700,67.60444,20220604,700,06/04/2022,,
20220604T0800,70.430435,20220604,800,06/04/2022,,
20220604T0900,73.38245,20220604,900,06/04/2022,,
20220604T1000,76.26244,20220604,1000,06/04/2022,,
20220604T1100,78.78244,20220604,1100,06/04/2022,,
20220604T1200,80.88844,20220604,1200,06/04/2022,,
20220604T1300,82.31044,20220604,1300,06/04/2022,,
20220604T1400,83.96644,20220604,1400,06/04/2022,,
20220604T1500,84.77644,20220604,1500,06/04/2022,,
20220604T1600,84.47044,20220604,1600,06/04/2022,,
20220604T1700,82.05844,20220604,1700,06/04/2022,,
20220604T1800,79.30444,20220604,1800,06/04/2022,,
20220604T1900,75.75844,20220604,1900,06/04/2022,,
20220604T2000,73.328445,20220604,2000,06/04/2022,,
20220604T2100,71.24044,20220604,2100,06/04/2022,,
20220604T2200,71.51044,20220604,2200,06/04/2022,,
20220604T2300,68.75644,20220604,2300,06/04/2022,,
20220605T0000,68.28844,20220605,0,06/05/2022,,
20220605T0100,67.46044,20220605,100,06/05/2022,,
20220605T0200,65.66044,20220605,200,06/05/2022,,
20220605T0300,65.39044,20220605,300,06/05/2022,,
20220605T0400,65.28244,20220605,400,06/05/2022,,
20220605T0500,64.994446,20220605,500,06/05/2022,,
20220605T0600,65.96644,20220605,600,06/05/2022,,
20220605T0700,68.43244,20220605,700,06/05/2022,,
20220605T0800,69.188446,20220605,800,06/05/2022,,
20220605T0900,69.692444,20220605,900,06/05/2022,,
20220605T1000,72.46444,20220605,1000,06/05/2022,,
20220605T1100,73.74244,20220605,1100,06/05/2022,,
20220605T1200,73.292435,20220605,1200,06/05/2022,,
20220605T1300,76.208435,20220605,1300,06/05/2022,,
20220605T1400,72.068436,20220605,1400,06/05/2022,,
20220605T1500,70.14244,20220605,1500,06/05/2022,,
20220605T1600,69.494446,20220605,1600,06/05/2022,,
20220605T1700,69.72844,20220605,1700,06/05/2022,,
20220605T1800,69.22444,20220605,1800,06/05/2022,,
20220605T1900,66.30844,20220605,1900,06/05/2022,,
20220605T2000,64.23844,20220605,2000,06/05/2022,,
20220605T2100,63.33844,20220605,2100,06/05/2022,,
20220605T2200,61.05244,20220605,2200,06/05/2022,,
20220605T2300,60.13444,20220605,2300,06/05/2022,,
20220606T0000,58.96444,20220606,0,06/06/2022,,
20220606T0100,57.848442,20220606,100,06/06/2022,,
20220606T0200,57.21844,20220606,200,06/06/2022,,
20220606T0300,56.94844,20220606,300,06/06/2022,,
20220606T0400,57.07444,20220606,400,06/06/2022,,
20220606T0500,59.75644,20220606,500,06/06/2022,,
20220606T0600,62.51044,20220606,600,06/06/2022,,
20220606T0700,64.54444,20220606,700,06/06/2022,,
20220606T0800,66.99244,20220606,800,06/06/2022,,
20220606T0900,69.31444,20220606,900,06/06/2022,,
20220606T1000,70.84444,20220606,1000,06/06/2022,,
20220606T1100,72.77045,20220606,1100,06/06/2022,,
20220606T1200,73.598434,20220606,1200,06/06/2022,,
20220606T1300,74.01244,20220606,1300,06/06/2022,,
20220606T1400,73.81444,20220606,1400,06/06/2022,,
20220606T1500,74.12044,20220606,1500,06/06/2022,,
20220606T1600,73.83244,20220606,1600,06/06/2022,,
20220606T1700,72.46444,20220606,1700,06/06/2022,,
20220606T1800,70.790436,20220606,1800,06/06/2022,,
20220606T1900,68.30644,20220606,1900,06/06/2022,,
20220606T2000,67.20844,20220606,2000,06/06/2022,,
20220606T2100,64.00444,20220606,2100,06/06/2022,,
20220606T2200,63.06844,20220606,2200,06/06/2022,,
20220606T2300,62.47444,20220606,2300,06/06/2022,,
20220607T0000,61.412445,20220607,0,06/07/2022,,
20220607T0100,60.49444,20220607,100,06/07/2022,,
20220607T0200,60.152443,20220607,200,06/07/2022,,
20220607T0300,59.720444,20220607,300,06/07/2022,,
20220607T0400,58.92844,20220607,400,06/07/2022,,
20220607T0500,59.414444,20220607,500,06/07/2022,,
20220607T0600,60.08044,20220607,600,06/07/2022,,
20220607T0700,61.93444,20220607,700,06/07/2022,,
20220607T0800,63.87844,20220607,800,06/07/2022,,
20220607T0900,65.58844,20220607,900,06/07/2022,,
20220607T1000,67.26244,20220607,1000,06/07/2022,,
20220607T1100,67.442444,20220607,1100,06/07/2022,,
20220607T1200,66.70444,20220607,1200,06/07/2022,,
20220607T1300,68.414444,20220607,1300,06/07/2022,,
20220607T1400,68.30644,20220607,1400,06/07/2022,,
20220607T1500,67.46044,20220607,1500,06/07/2022,,
20220607T1600,67.83844,20220607,1600,06/07/2022,,
20220607T1700,68.28844,20220607,1700,06/07/2022,,
20220607T1800,67.89244,20220607,1800,06/07/2022,,
20220607T1900,65.15644,20220607,1900,06/07/2022,,
20220607T2000,62.06044,20220607,2000,06/07/2022,,
20220607T2100,60.36844,20220607,2100,06/07/2022,,
20220607T2200,57.74044,20220607,2200,06/07/2022,,
20220607T2300,56.300438,20220607,2300,06/07/2022,,
20220608T0000,55.70644,20220608,0,06/08/2022,,
20220608T0100,53.942444,20220608,100,06/08/2022,,
20220608T0200,52.430443,20220608,200,06/08/2022,,
20220608T0300,52.53844,20220608,300,06/08/2022,,
20220608T0400,52.790443,20220608,400,06/08/2022,,
20220608T0500,55.40044,20220608,500,06/08/2022,,
20220608T0600,59.86444,20220608,600,06/08/2022,,
20220608T0700,63.57244,20220608,700,06/08/2022,,
20220608T0800,66.36244,20220608,800,06/08/2022,,
20220608T0900,68.39644,20220608,900,06/08/2022,,
20220608T1000,70.50244,20220608,1000,06/08/2022,,
20220608T1100,71.70844,20220608,1100,06/08/2022,,
20220608T1200,68.30644,20220608,1200,06/08/2022,,
20220608T1300,64.61644,20220608,1300,06/08/2022,,
20220608T1400,62.042442,20220608,1400,06/08/2022,,
20220608T1500,62.11444,20220608,1500,06/08/2022,,
20220608T1600,62.42044,20220608,1600,06/08/2022,,
20220608T1700,64.18444,20220608,1700,06/08/2022,,
20220608T1800,63.95044,20220608,1800,06/08/2022,,
20220608T1900,62.96044,20220608,1900,06/08/2022,,
20220608T2000,61.82644,20220608,2000,06/08/2022,,
20220608T2100,60.386444,20220608,2100,06/08/2022,,
20220608T2200,59.45044,20220608,2200,06/08/2022,,
20220608T2300,59.28844,20220608,2300,06/08/2022,,
20220609T0000,59.10844,20220609,0,06/09/2022,,
20220609T0100,57.758442,20220609,100,06/09/2022,,
20220609T0200,57.09244,20220609,200,06/09/2022,,
20220609T0300,57.32644,20220609,300,06/09/2022,,
20220609T0400,56.264442,20220609,400,06/09/2022,,
20220609T0500,56.69644,20220609,500,06/09/2022,,
20220609T0600,58.89244,20220609,600,06/09/2022,,
20220609T0700,60.67444,20220609,700,06/09/2022,,
20220609T0800,62.18644,20220609,800,06/09/2022,,
20220609T0900,62.79844,20220609,900,06/09/2022,,
20220609T1000,62.85244,20220609,1000,06/09/2022,,
20220609T1100,63.842438,20220609,1100,06/09/2022,,
20220609T1200,64.09444,20220609,1200,06/09/2022,,
20220609T1300,64.634445,20220609,1300,06/09/2022,,
20220609T1400,65.192444,20220609,1400,06/09/2022,,
20220609T1500,65.64244,20220609,1500,06/09/2022,,
20220609T1600,65.57044,20220609,1600,06/09/2022,,
20220609T1700,64.652435,20220609,1700,06/09/2022,,
20220609T1800,64.11244,20220609,1800,06/09/2022,,
20220609T1900,61.16044,20220609,1900,06/09/2022,,
20220609T2000,59.59444,20220609,2000,06/09/2022,,
20220609T2100,56.04844,20220609,2100,06/09/2022,,
20220609T2200,54.42844,20220609,2200,06/09/2022,,
20220609T2300,53.18644,20220609,2300,06/09/2022,,
20220610T0000,50.360443,20220610,0,06/10/2022,,
20220610T0100,48.416443,20220610,100,06/10/2022,,
20220610T0200,47.73244,20220610,200,06/10/2022,,
20220610T0300,47.12044,20220610,300,06/10/2022,,
20220610T0400,47.15644,20220610,400,06/10/2022,,
20220610T0500,51.152443,20220610,500,06/10/2022,,
20220610T0600,56.22844,20220610,600,06/10/2022,,
20220610T0700,60.67444,20220610,700,06/10/2022,,
20220610T0800,64.72444,20220610,800,06/10/2022,,
20220610T0900,67.94644,20220610,900,06/10/2022,,
20220610T1000,69.62044,20220610,1000,06/10/2022,,
20220610T1100,71.690445,20220610,1100,06/10/2022,,
20220610T1200,73.274445,20220610,1200,06/10/2022,,
20220610T1300,74.73244,20220610,1300,06/10/2022,,
20220610T1400,75.65044,20220610,1400,06/10/2022,,
20220610T1500,76.33444,20220610,1500,06/10/2022,,
20220610T1600,76.64044,20220610,1600,06/10/2022,,
20220610T1700,76.208435,20220610,1700,06/10/2022,,
20220610T1800,74.48044,20220610,1800,06/10/2022,,
20220610T1900,72.75244,20220610,1900,06/10/2022,,
20220610T2000,67.53244,20220610,2000,06/10/2022,,
20220610T2100,60.638443,20220610,2100,06/10/2022,,
20220610T2200,57.79444,20220610,2200,06/10/2022,,
20220610T2300,55.85044,20220610,2300,06/10/2022,,
20220611T0000,54.60844,20220611,0,06/11/2022,,
20220611T0100,53.47444,20220611,100,06/11/2022,,
20220611T0200,53.43844,20220611,200,06/11/2022,,
20220611T0300,52.57444,20220611,300,06/11/2022,,
20220611T0400,52.610443,20220611,400,06/11/2022,,
20220611T0500,57.11044,20220611,500,06/11/2022,,
20220611T0600,61.844444,20220611,600,06/11/2022,,
20220611T0700,65.96644,20220611,700,06/11/2022,,
20220611T0800,70.19644,20220611,800,06/11/2022,,
20220611T0900,73.72444,20220611,900,06/11/2022,,
20220611T1000,76.10044,20220611,1000,06/11/2022,,
20220611T1100,78.080444,20220611,1100,06/11/2022,,
20220611T1200,79.62844,20220611,1200,06/11/2022,,
20220611T1300,80.83444,20220611,1300,06/11/2022,,
20220611T1400,82.13044,20220611,1400,06/11/2022,,
20220611T1500,82.81444,20220611,1500,06/11/2022,,
20220611T1600,83.13844,20220611,1600,06/11/2022,,
20220611T1700,82.706436,20220611,1700,06/11/2022,,
20220611T1800,81.55444,20220611,1800,06/11/2022,,
20220611T1900,77.50444,20220611,1900,06/11/2022,,
20220611T2000,72.068436,20220611,2000,06/11/2022,,
20220611T2100,65.73244,20220611,2100,06/11/2022,,
20220611T2200,61.970444,20220611,2200,06/11/2022,,
20220611T2300,59.720444,20220611,2300,06/11/2022,,
20220612T0000,57.65044,20220612,0,06/12/2022,,
20220612T0100,55.99444,20220612,100,06/12/2022,,
20220612T0200,55.40044,20220612,200,06/12/2022,,
20220612T0300,54.75244,20220612,300,06/12/2022,,
20220612T0400,54.71644,20220612,400,06/12/2022,,
20220612T0500,60.008442,20220612,500,06/12/2022,,
20220612T0600,64.994446,20220612,600,06/12/2022,,
20220612T0700,69.386444,20220612,700,06/12/2022,,
20220612T0800,73.09444,20220612,800,06/12/2022,,
20220612T0900,76.856445,20220612,900,06/12/2022,,
20220612T1000,80.456436,20220612,1000,06/12/2022,,
20220612T1100,82.904434,20220612,1100,06/12/2022,,
20220612T1200,84.956436,20220612,1200,06/12/2022,,
20220612T1300,86.36044,20220612,1300,06/12/2022,,
20220612T1400,87.36844,20220612,1400,06/12/2022,,
20220612T1500,86.39644,20220612,1500,06/12/2022,,
20220612T1600,85.04644,20220612,1600,06/12/2022,,
20220612T1700,82.67044,20220612,1700,06/12/2022,,
20220612T1800,80.02444,20220612,1800,06/12/2022,,
20220612T1900,75.74044,20220612,1900,06/12/2022,,
20220612T2000,72.15844,20220612,2000,06/12/2022,,
20220612T2100,69.98044,20220612,2100,06/12/2022,,
20220612T2200,68.36044,20220612,2200,06/12/2022,,
20220612T2300,67.856445,20220612,2300,06/12/2022,,
20220613T0000,66.36244,20220613,0,06/13/2022,,
20220613T0100,66.68644,20220613,100,06/13/2022,,
20220613T0200,66.32645,20220613,200,06/13/2022,,
20220613T0300,65.40844,20220613,300,06/13/2022,,
20220613T0400,63.69844,20220613,400,06/13/2022,,
20220613T0500,64.70644,20220613,500,06/13/2022,,
20220613T0600,66.290436,20220613,600,06/13/2022,,
20220613T0700,68.00044,20220613,700,06/13/2022,,
20220613T0800,69.386444,20220613,800,06/13/2022,,
20220613T0900,71.51044,20220613,900,06/13/2022,,
20220613T1000,72.77045,20220613,1000,06/13/2022,,
20220613T1100,74.42644,20220613,1100,06/13/2022,,
20220613T1200,76.136444,20220613,1200,06/13/2022,,
20220613T1300,77.05444,20220613,1300,06/13/2022,,
20220613T1400,77.91844,20220613,1400,06/13/2022,,
20220613T1500,78.24244,20220613,1500,06/13/2022,,
20220613T1600,78.00844,20220613,1600,06/13/2022,,
20220613T1700,76.73044,20220613,1700,06/13/2022,,
20220613T1800,74.57044,20220613,1800,06/13/2022,,
20220613T1900,70.08844,20220613,1900,06/13/2022,,
20220613T2000,65.75044,20220613,2000,06/13/2022,,
20220613T2100,61.82644,20220613,2100,06/13/2022,,
20220613T2200,58.62244,20220613,2200,06/13/2022,,
20220613T2300,56.53444,20220613,2300,06/13/2022,,
20220614T0000,56.06644,20220614,0,06/14/2022,,
20220614T0100,55.328438,20220614,100,06/14/2022,,
20220614T0200,54.53644,20220614,200,06/14/2022,,
20220614T0300,54.39244,20220614,300,06/14/2022,,
20220614T0400,53.636444,20220614,400,06/14/2022,,
20220614T0500,56.750443,20220614,500,06/14/2022,,
20220614T0600,61.23244,20220614,600,06/14/2022,,
20220614T0700,65.10244,20220614,700,06/14/2022,,
20220614T0800,68.70244,20220614,800,06/14/2022,,
20220614T0900,72.39244,20220614,900,06/14/2022,,
20220614T1000,75.884445,20220614,1000,06/14/2022,,
20220614T1100,78.710434,20220614,1100,06/14/2022,,
20220614T1200,80.60044,20220614,1200,06/14/2022,,
20220614T1300,82.43644,20220614,1300,06/14/2022,,
20220614T1400,83.40844,20220614,1400,06/14/2022,,
20220614T1500,84.07444,20220614,1500,06/14/2022,,
20220614T1600,83.78644,20220614,1600,06/14/2022,,
20220614T1700,83.04844,20220614,1700,06/14/2022,,
20220614T1800,80.60044,20220614,1800,06/14/2022,,
20220614T1900,77.07244,20220614,1900,06/14/2022,,
20220614T2000,69.99844,20220614,2000,06/14/2022,,
20220614T2100,67.20844,20220614,2100,06/14/2022,,
20220614T2200,63.60844,20220614,2200,06/14/2022,,
20220614T2300,61.736443,20220614,2300,06/14/2022,,
20220615T0000,60.638443,20220615,0,06/15/2022,,
20220615T0100,59.93644,20220615,100,06/15/2022,,
20220615T0200,59.540443,20220615,200,06/15/2022,,
20220615T0300,58.94644,20220615,300,06/15/2022,,
20220615T0400,58.64044,20220615,400,06/15/2022,,
20220615T0500,61.286446,20220615,500,06/15/2022,,
20220615T0600,66.11044,20220615,600,06/15/2022,,
20220615T0700,70.32244,20220615,700,06/15/2022,,
20220615T0800,74.33644,20220615,800,06/15/2022,,
20220615T0900,78.60244,20220615,900,06/15/2022,,
20220615T1000,82.292435,20220615,1000,06/15/2022,,
20220615T1100,85.35244,20220615,1100,06/15/2022,,
20220615T1200,87.76444,20220615,1200,06/15/2022,,
20220615T1300,89.52844,20220615,1300,06/15/2022,,
20220615T1400,90.44644,20220615,1400,06/15/2022,,
20220615T1500,90.21245,20220615,1500,06/15/2022,,
20220615T1600,90.176445,20220615,1600,06/15/2022,,
20220615T1700,90.39244,20220615,1700,06/15/2022,,
20220615T1800,87.458435,20220615,1800,06/15/2022,,
20220615T1900,82.74244,20220615,1900,06/15/2022,,
20220615T2000,77.39644,20220615,2000,06/15/2022,,
20220615T2100,73.18444,20220615,2100,06/15/2022,,
20220615T2200,71.70844,20220615,2200,06/15/2022,,
20220615T2300,69.386444,20220615,2300,06/15/2022,,
20220616T0000,68.108444,20220616,0,06/16/2022,,
20220616T0100,67.31644,20220616,100,06/16/2022,,
20220616T0200,66.77644,20220616,200,06/16/2022,,
20220616T0300,66.68644,20220616,300,06/16/2022,,
20220616T0400,66.884445,20220616,400,06/16/2022,,
20220616T0500,69.00844,20220616,500,06/16/2022,,
20220616T0600,73.14844,20220616,600,06/16/2022,,
20220616T0700,78.06244,20220616,700,06/16/2022,,
20220616T0800,82.16644,20220616,800,06/16/2022,,
20220616T0900,85.874435,20220616,900,06/16/2022,,
20220616T1000,84.41644,20220616,1000,06/16/2022,,
20220616T1100,86.486435,20220616,1100,06/16/2022,,
20220616T1200,87.65644,20220616,1200,06/16/2022,,
20220616T1300,88.62844,20220616,1300,06/16/2022,,
20220616T1400,89.51044,20220616,1400,06/16/2022,,
20220616T1500,89.47444,20220616,1500,06/16/2022,,
20220616T1600,89.15044,20220616,1600,06/16/2022,,
20220616T1700,87.92644,20220616,1700,06/16/2022,,
20220616T1800,85.91044,20220616,1800,06/16/2022,,
20220616T1900,80.15044,20220616,1900,06/16/2022,,
20220616T2000,73.49044,20220616,2000,06/16/2022,,
20220616T2100,71.18644,20220616,2100,06/16/2022,,
20220616T2200,67.01044,20220616,2200,06/16/2022,,
20220616T2300,66.596436,20220616,2300,06/16/2022,,
20220617T0000,65.22844,20220617,0,06/17/2022,,
20220617T0100,64.52644,20220617,100,06/17/2022,,
20220617T0200,62.258442,20220617,200,06/17/2022,,
20220617T0300,63.08644,20220617,300,06/17/2022,,
20220617T0400,60.584442,20220617,400,06/17/2022,,
20220617T0500,63.41044,20220617,500,06/17/2022,,
20220617T0600,67.47844,20220617,600,06/17/2022,,
20220617T0700,71.402435,20220617,700,06/17/2022,,
20220617T0800,75.830444,20220617,800,06/17/2022,,
20220617T0900,79.68244,20220617,900,06/17/2022,,
20220617T1000,83.80444,20220617,1000,06/17/2022,,
20220617T1100,85.73044,20220617,1100,06/17/2022,,
20220617T1200,86.64844,20220617,1200,06/17/2022,,
20220617T1300,87.99844,20220617,1300,06/17/2022,,
20220617T1400,89.25844,20220617,1400,06/17/2022,,
20220617T1500,89.56444,20220617,1500,06/17/2022,,
20220617T1600,89.90644,20220617,1600,06/17/2022,,
20220617T1700,89.11444,20220617,1700,06/17/2022,,
20220617T1800,86.32444,20220617,1800,06/17/2022,,
20220617T1900,83.552444,20220617,1900,06/17/2022,,
20220617T2000,79.57444,20220617,2000,06/17/2022,,
20220617T2100,73.580444,20220617,2100,06/17/2022,,
20220617T2200,70.052444,20220617,2200,06/17/2022,,
20220617T2300,65.21044,20220617,2300,06/17/2022,,
20220618T0000,65.21044,20220618,0,06/18/2022,,
20220618T0100,62.87044,20220618,100,06/18/2022,,
20220618T0200,61.16044,20220618,200,06/18/2022,,
20220618T0300,60.74644,20220618,300,06/18/2022,,
20220618T0400,62.67244,20220618,400,06/18/2022,,
20220618T0500,65.606445,20220618,500,06/18/2022,,
20220618T0600,71.384445,20220618,600,06/18/2022,,
20220618T0700,76.51444,20220618,700,06/18/2022,,
20220618T0800,81.26644,20220618,800,06/18/2022,,
