time_stamp,air_temp,date_code,hour,date,description,value
20220104T1700,54.59044,20220104,1700,01/04/2022,,
20220104T1800,52.556442,20220104,1800,01/04/2022,,
20220104T1900,49.31644,20220104,1900,01/04/2022,,
20220104T2000,46.54444,20220104,2000,01/04/2022,,
20220104T2100,45.05044,20220104,2100,01/04/2022,,
20220104T2200,43.32244,20220104,2200,01/04/2022,,
20220104T2300,42.20644,20220104,2300,01/04/2022,,
20220105T0000,42.098442,20220105,0,01/05/2022,,
20220105T0100,42.08044,20220105,100,01/05/2022,,
20220105T0200,41.86444,20220105,200,01/05/2022,,
20220105T0300,41.846443,20220105,300,01/05/2022,,
20220105T0400,41.55844,20220105,400,01/05/2022,,
20220105T0500,40.730442,20220105,500,01/05/2022,,
20220105T0600,39.57844,20220105,600,01/05/2022,,
20220105T0700,38.98444,20220105,700,01/05/2022,,
20220105T0800,38.192444,20220105,800,01/05/2022,,
20220105T0900,37.63444,20220105,900,01/05/2022,,
20220105T1000,37.76044,20220105,1000,01/05/2022,,
20220105T1100,37.85044,20220105,1100,01/05/2022,,
20220105T1200,38.660442,20220105,1200,01/05/2022,,
20220105T1300,39.38044,20220105,1300,01/05/2022,,
20220105T1400,39.27244,20220105,1400,01/05/2022,,
20220105T1500,38.73244,20220105,1500,01/05/2022,,
20220105T1600,36.320442,20220105,1600,01/05/2022,,
20220105T1700,35.51044,20220105,1700,01/05/2022,,
20220105T1800,33.62044,20220105,1800,01/05/2022,,
20220105T1900,33.512444,20220105,1900,01/05/2022,,
20220105T2000,34.160442,20220105,2000,01/05/2022,,
20220105T2100,34.44844,20220105,2100,01/05/2022,,
20220105T2200,34.160442,20220105,2200,01/05/2022,,
20220105T2300,33.92644,20220105,2300,01/05/2022,,
20220106T0000,34.80844,20220106,0,01/06/2022,,
20220106T0100,35.11444,20220106,100,01/06/2022,,
20220106T0200,35.258442,20220106,200,01/06/2022,,
20220106T0300,35.60044,20220106,300,01/06/2022,,
20220106T0400,35.582443,20220106,400,01/06/2022,,
20220106T0500,35.258442,20220106,500,01/06/2022,,
20220106T0600,35.24044,20220106,600,01/06/2022,,
20220106T0700,35.006443,20220106,700,01/06/2022,,
20220106T0800,35.78044,20220106,800,01/06/2022,,
20220106T0900,36.44644,20220106,900,01/06/2022,,
20220106T1000,37.85044,20220106,1000,01/06/2022,,
20220106T1100,38.40844,20220106,1100,01/06/2022,,
20220106T1200,39.50644,20220106,1200,01/06/2022,,
20220106T1300,40.06444,20220106,1300,01/06/2022,,
20220106T1400,39.47044,20220106,1400,01/06/2022,,
20220106T1500,39.09244,20220106,1500,01/06/2022,,
20220106T1600,35.94244,20220106,1600,01/06/2022,,
20220106T1700,35.87044,20220106,1700,01/06/2022,,
20220106T1800,34.84444,20220106,1800,01/06/2022,,
20220106T1900,33.56644,20220106,1900,01/06/2022,,
20220106T2000,32.55844,20220106,2000,01/06/2022,,
20220106T2100,31.98244,20220106,2100,01/06/2022,,
20220106T2200,29.858442,20220106,2200,01/06/2022,,
20220106T2300,29.354443,20220106,2300,01/06/2022,,
20220107T0000,28.292442,20220107,0,01/07/2022,,
20220107T0100,29.066442,20220107,100,01/07/2022,,
20220107T0200,30.398441,20220107,200,01/07/2022,,
20220107T0300,30.272442,20220107,300,01/07/2022,,
20220107T0400,30.110441,20220107,400,01/07/2022,,
20220107T0500,30.380442,20220107,500,01/07/2022,,
20220107T0600,30.866442,20220107,600,01/07/2022,,
20220107T0700,31.172441,20220107,700,01/07/2022,,
20220107T0800,32.144444,20220107,800,01/07/2022,,
20220107T0900,33.512444,20220107,900,01/07/2022,,
20220107T1000,35.29444,20220107,1000,01/07/2022,,
20220107T1100,35.618443,20220107,1100,01/07/2022,,
20220107T1200,35.63644,20220107,1200,01/07/2022,,
20220107T1300,34.98844,20220107,1300,01/07/2022,,
20220107T1400,34.88044,20220107,1400,01/07/2022,,
20220107T1500,35.186443,20220107,1500,01/07/2022,,
20220107T1600,35.528442,20220107,1600,01/07/2022,,
20220107T1700,35.20444,20220107,1700,01/07/2022,,
20220107T1800,35.45644,20220107,1800,01/07/2022,,
20220107T1900,35.87044,20220107,1900,01/07/2022,,
20220107T2000,36.554443,20220107,2000,01/07/2022,,
20220107T2100,37.076443,20220107,2100,01/07/2022,,
20220107T2200,37.25644,20220107,2200,01/07/2022,,
20220107T2300,37.88644,20220107,2300,01/07/2022,,
20220108T0000,38.21044,20220108,0,01/08/2022,,
20220108T0100,38.06644,20220108,100,01/08/2022,,
20220108T0200,37.76044,20220108,200,01/08/2022,,
20220108T0300,38.01244,20220108,300,01/08/2022,,
20220108T0400,38.480442,20220108,400,01/08/2022,,
20220108T0500,38.42644,20220108,500,01/08/2022,,
20220108T0600,37.832443,20220108,600,01/08/2022,,
20220108T0700,36.87844,20220108,700,01/08/2022,,
20220108T0800,36.680443,20220108,800,01/08/2022,,
20220108T0900,36.806442,20220108,900,01/08/2022,,
20220108T1000,37.562443,20220108,1000,01/08/2022,,
20220108T1100,38.73244,20220108,1100,01/08/2022,,
20220108T1200,40.04644,20220108,1200,01/08/2022,,
20220108T1300,40.71244,20220108,1300,01/08/2022,,
20220108T1400,41.090443,20220108,1400,01/08/2022,,
20220108T1500,41.126442,20220108,1500,01/08/2022,,
20220108T1600,40.98244,20220108,1600,01/08/2022,,
20220108T1700,41.73844,20220108,1700,01/08/2022,,
20220108T1800,41.43244,20220108,1800,01/08/2022,,
20220108T1900,41.792442,20220108,1900,01/08/2022,,
20220108T2000,42.06244,20220108,2000,01/08/2022,,
20220108T2100,42.13444,20220108,2100,01/08/2022,,
20220108T2200,42.584442,20220108,2200,01/08/2022,,
20220108T2300,42.04444,20220108,2300,01/08/2022,,
20220109T0000,42.35044,20220109,0,01/09/2022,,
20220109T0100,43.19644,20220109,100,01/09/2022,,
20220109T0200,42.278442,20220109,200,01/09/2022,,
20220109T0300,41.360443,20220109,300,01/09/2022,,
20220109T0400,40.28044,20220109,400,01/09/2022,,
20220109T0500,39.48844,20220109,500,01/09/2022,,
20220109T0600,39.542442,20220109,600,01/09/2022,,
20220109T0700,39.686443,20220109,700,01/09/2022,,
20220109T0800,39.290443,20220109,800,01/09/2022,,
20220109T0900,39.686443,20220109,900,01/09/2022,,
20220109T1000,39.95644,20220109,1000,01/09/2022,,
20220109T1100,40.06444,20220109,1100,01/09/2022,,
20220109T1200,40.262444,20220109,1200,01/09/2022,,
20220109T1300,40.37044,20220109,1300,01/09/2022,,
20220109T1400,40.262444,20220109,1400,01/09/2022,,
20220109T1500,39.326443,20220109,1500,01/09/2022,,
20220109T1600,38.82244,20220109,1600,01/09/2022,,
20220109T1700,37.76044,20220109,1700,01/09/2022,,
20220109T1800,36.96844,20220109,1800,01/09/2022,,
20220109T1900,36.48244,20220109,1900,01/09/2022,,
20220109T2000,35.978443,20220109,2000,01/09/2022,,
20220109T2100,35.492443,20220109,2100,01/09/2022,,
20220109T2200,34.97044,20220109,2200,01/09/2022,,
20220109T2300,35.258442,20220109,2300,01/09/2022,,
20220110T0000,35.20444,20220110,0,01/10/2022,,
20220110T0100,35.45644,20220110,100,01/10/2022,,
20220110T0200,35.78044,20220110,200,01/10/2022,,
20220110T0300,34.862442,20220110,300,01/10/2022,,
20220110T0400,34.68244,20220110,400,01/10/2022,,
20220110T0500,34.862442,20220110,500,01/10/2022,,
20220110T0600,35.348442,20220110,600,01/10/2022,,
20220110T0700,35.16844,20220110,700,01/10/2022,,
20220110T0800,35.11444,20220110,800,01/10/2022,,
20220110T0900,36.05044,20220110,900,01/10/2022,,
20220110T1000,37.040443,20220110,1000,01/10/2022,,
20220110T1100,37.868443,20220110,1100,01/10/2022,,
20220110T1200,39.47044,20220110,1200,01/10/2022,,
20220110T1300,40.262444,20220110,1300,01/10/2022,,
20220110T1400,40.694443,20220110,1400,01/10/2022,,
20220110T1500,39.992443,20220110,1500,01/10/2022,,
20220110T1600,37.72444,20220110,1600,01/10/2022,,
20220110T1700,35.69044,20220110,1700,01/10/2022,,
20220110T1800,34.44844,20220110,1800,01/10/2022,,
20220110T1900,33.638443,20220110,1900,01/10/2022,,
20220110T2000,32.450443,20220110,2000,01/10/2022,,
20220110T2100,31.910442,20220110,2100,01/10/2022,,
20220110T2200,31.442442,20220110,2200,01/10/2022,,
20220110T2300,31.064442,20220110,2300,01/10/2022,,
20220111T0000,31.766441,20220111,0,01/11/2022,,
20220111T0100,31.424442,20220111,100,01/11/2022,,
20220111T0200,31.280441,20220111,200,01/11/2022,,
20220111T0300,31.514442,20220111,300,01/11/2022,,
20220111T0400,30.956442,20220111,400,01/11/2022,,
20220111T0500,31.460442,20220111,500,01/11/2022,,
20220111T0600,33.13444,20220111,600,01/11/2022,,
20220111T0700,33.638443,20220111,700,01/11/2022,,
20220111T0800,34.01644,20220111,800,01/11/2022,,
20220111T0900,35.042442,20220111,900,01/11/2022,,
20220111T1000,35.582443,20220111,1000,01/11/2022,,
20220111T1100,36.986443,20220111,1100,01/11/2022,,
20220111T1200,38.28244,20220111,1200,01/11/2022,,
20220111T1300,39.164444,20220111,1300,01/11/2022,,
20220111T1400,39.77644,20220111,1400,01/11/2022,,
20220111T1500,39.03844,20220111,1500,01/11/2022,,
20220111T1600,34.77244,20220111,1600,01/11/2022,,
20220111T1700,33.242443,20220111,1700,01/11/2022,,
20220111T1800,32.28844,20220111,1800,01/11/2022,,
20220111T1900,31.118443,20220111,1900,01/11/2022,,
20220111T2000,30.452442,20220111,2000,01/11/2022,,
20220111T2100,30.182442,20220111,2100,01/11/2022,,
20220111T2200,29.606441,20220111,2200,01/11/2022,,
20220111T2300,28.868443,20220111,2300,01/11/2022,,
20220112T0000,28.058441,20220112,0,01/12/2022,,
20220112T0100,27.410442,20220112,100,01/12/2022,,
20220112T0200,26.960442,20220112,200,01/12/2022,,
20220112T0300,26.636442,20220112,300,01/12/2022,,
20220112T0400,26.258442,20220112,400,01/12/2022,,
20220112T0500,26.402443,20220112,500,01/12/2022,,
20220112T0600,26.384441,20220112,600,01/12/2022,,
20220112T0700,26.132442,20220112,700,01/12/2022,,
20220112T0800,28.490442,20220112,800,01/12/2022,,
20220112T0900,30.704441,20220112,900,01/12/2022,,
20220112T1000,32.486443,20220112,1000,01/12/2022,,
20220112T1100,34.19644,20220112,1100,01/12/2022,,
20220112T1200,35.15044,20220112,1200,01/12/2022,,
20220112T1300,36.35644,20220112,1300,01/12/2022,,
20220112T1400,37.076443,20220112,1400,01/12/2022,,
20220112T1500,36.44644,20220112,1500,01/12/2022,,
20220112T1600,32.540443,20220112,1600,01/12/2022,,
20220112T1700,30.182442,20220112,1700,01/12/2022,,
20220112T1800,28.760443,20220112,1800,01/12/2022,,
20220112T1900,28.022442,20220112,1900,01/12/2022,,
20220112T2000,27.464443,20220112,2000,01/12/2022,,
20220112T2100,26.51044,20220112,2100,01/12/2022,,
20220112T2200,25.898441,20220112,2200,01/12/2022,,
20220112T2300,25.394442,20220112,2300,01/12/2022,,
20220113T0000,24.980442,20220113,0,01/13/2022,,
20220113T0100,24.836441,20220113,100,01/13/2022,,
20220113T0200,24.944443,20220113,200,01/13/2022,,
20220113T0300,24.440441,20220113,300,01/13/2022,,
20220113T0400,24.332441,20220113,400,01/13/2022,,
20220113T0500,24.440441,20220113,500,01/13/2022,,
20220113T0600,24.638443,20220113,600,01/13/2022,,
20220113T0700,24.638443,20220113,700,01/13/2022,,
20220113T0800,25.808441,20220113,800,01/13/2022,,
20220113T0900,29.390442,20220113,900,01/13/2022,,
20220113T1000,31.874441,20220113,1000,01/13/2022,,
20220113T1100,33.818443,20220113,1100,01/13/2022,,
20220113T1200,35.924442,20220113,1200,01/13/2022,,
20220113T1300,37.346443,20220113,1300,01/13/2022,,
20220113T1400,38.048443,20220113,1400,01/13/2022,,
20220113T1500,36.64444,20220113,1500,01/13/2022,,
20220113T1600,32.46844,20220113,1600,01/13/2022,,
20220113T1700,30.992441,20220113,1700,01/13/2022,,
20220113T1800,30.182442,20220113,1800,01/13/2022,,
20220113T1900,29.390442,20220113,1900,01/13/2022,,
20220113T2000,28.256441,20220113,2000,01/13/2022,,
20220113T2100,27.374441,20220113,2100,01/13/2022,,
20220113T2200,27.194443,20220113,2200,01/13/2022,,
20220113T2300,26.708443,20220113,2300,01/13/2022,,
20220114T0000,26.42044,20220114,0,01/14/2022,,
20220114T0100,26.132442,20220114,100,01/14/2022,,
20220114T0200,25.898441,20220114,200,01/14/2022,,
20220114T0300,25.664442,20220114,300,01/14/2022,,
20220114T0400,25.034441,20220114,400,01/14/2022,,
20220114T0500,24.818441,20220114,500,01/14/2022,,
20220114T0600,24.458443,20220114,600,01/14/2022,,
20220114T0700,24.602442,20220114,700,01/14/2022,,
20220114T0800,25.988441,20220114,800,01/14/2022,,
20220114T0900,29.498442,20220114,900,01/14/2022,,
20220114T1000,32.306442,20220114,1000,01/14/2022,,
20220114T1100,35.276443,20220114,1100,01/14/2022,,
20220114T1200,37.61644,20220114,1200,01/14/2022,,
20220114T1300,39.39844,20220114,1300,01/14/2022,,
20220114T1400,40.65844,20220114,1400,01/14/2022,,
20220114T1500,42.40444,20220114,1500,01/14/2022,,
20220114T1600,38.51644,20220114,1600,01/14/2022,,
20220114T1700,32.19844,20220114,1700,01/14/2022,,
20220114T1800,30.830442,20220114,1800,01/14/2022,,
20220114T1900,29.372442,20220114,1900,01/14/2022,,
20220114T2000,28.400442,20220114,2000,01/14/2022,,
20220114T2100,28.148441,20220114,2100,01/14/2022,,
20220114T2200,27.932442,20220114,2200,01/14/2022,,
20220114T2300,27.824442,20220114,2300,01/14/2022,,
20220115T0000,27.374441,20220115,0,01/15/2022,,
20220115T0100,26.942442,20220115,100,01/15/2022,,
20220115T0200,26.150442,20220115,200,01/15/2022,,
20220115T0300,25.826443,20220115,300,01/15/2022,,
20220115T0400,25.430443,20220115,400,01/15/2022,,
20220115T0500,25.14244,20220115,500,01/15/2022,,
20220115T0600,25.160442,20220115,600,01/15/2022,,
20220115T0700,24.566442,20220115,700,01/15/2022,,
20220115T0800,26.330442,20220115,800,01/15/2022,,
20220115T0900,29.408442,20220115,900,01/15/2022,,
20220115T1000,31.154442,20220115,1000,01/15/2022,,
20220115T1100,33.29644,20220115,1100,01/15/2022,,
20220115T1200,35.672443,20220115,1200,01/15/2022,,
20220115T1300,37.958443,20220115,1300,01/15/2022,,
20220115T1400,38.39044,20220115,1400,01/15/2022,,
20220115T1500,38.76844,20220115,1500,01/15/2022,,
20220115T1600,37.22044,20220115,1600,01/15/2022,,
20220115T1700,31.550442,20220115,1700,01/15/2022,,
20220115T1800,30.416443,20220115,1800,01/15/2022,,
20220115T1900,29.192442,20220115,1900,01/15/2022,,
20220115T2000,28.580442,20220115,2000,01/15/2022,,
20220115T2100,28.328442,20220115,2100,01/15/2022,,
20220115T2200,28.310442,20220115,2200,01/15/2022,,
20220115T2300,28.07644,20220115,2300,01/15/2022,,
20220116T0000,27.878443,20220116,0,01/16/2022,,
20220116T0100,27.842442,20220116,100,01/16/2022,,
20220116T0200,28.364443,20220116,200,01/16/2022,,
20220116T0300,28.706442,20220116,300,01/16/2022,,
20220116T0400,28.634441,20220116,400,01/16/2022,,
20220116T0500,28.490442,20220116,500,01/16/2022,,
20220116T0600,28.202442,20220116,600,01/16/2022,,
20220116T0700,27.806442,20220116,700,01/16/2022,,
20220116T0800,28.472443,20220116,800,01/16/2022,,
20220116T0900,30.470442,20220116,900,01/16/2022,,
20220116T1000,32.32444,20220116,1000,01/16/2022,,
20220116T1100,33.368443,20220116,1100,01/16/2022,,
20220116T1200,34.952442,20220116,1200,01/16/2022,,
20220116T1300,36.158443,20220116,1300,01/16/2022,,
20220116T1400,36.03244,20220116,1400,01/16/2022,,
20220116T1500,35.618443,20220116,1500,01/16/2022,,
20220116T1600,32.43244,20220116,1600,01/16/2022,,
20220116T1700,31.046442,20220116,1700,01/16/2022,,
20220116T1800,31.316442,20220116,1800,01/16/2022,,
20220116T1900,32.23444,20220116,1900,01/16/2022,,
20220116T2000,32.34244,20220116,2000,01/16/2022,,
20220116T2100,33.062443,20220116,2100,01/16/2022,,
20220116T2200,33.188442,20220116,2200,01/16/2022,,
20220116T2300,33.674442,20220116,2300,01/16/2022,,
20220117T0000,33.674442,20220117,0,01/17/2022,,
20220117T0100,33.548443,20220117,100,01/17/2022,,
20220117T0200,33.35044,20220117,200,01/17/2022,,
20220117T0300,32.792442,20220117,300,01/17/2022,,
20220117T0400,33.512444,20220117,400,01/17/2022,,
20220117T0500,33.38644,20220117,500,01/17/2022,,
20220117T0600,33.22444,20220117,600,01/17/2022,,
20220117T0700,31.874441,20220117,700,01/17/2022,,
20220117T0800,32.73844,20220117,800,01/17/2022,,
20220117T0900,35.096443,20220117,900,01/17/2022,,
20220117T1000,36.680443,20220117,1000,01/17/2022,,
20220117T1100,38.76844,20220117,1100,01/17/2022,,
20220117T1200,40.262444,20220117,1200,01/17/2022,,
20220117T1300,41.91844,20220117,1300,01/17/2022,,
20220117T1400,42.638443,20220117,1400,01/17/2022,,
20220117T1500,42.38644,20220117,1500,01/17/2022,,
20220117T1600,40.244442,20220117,1600,01/17/2022,,
20220117T1700,40.62244,20220117,1700,01/17/2022,,
20220117T1800,38.60644,20220117,1800,01/17/2022,,
20220117T1900,37.85044,20220117,1900,01/17/2022,,
20220117T2000,37.32844,20220117,2000,01/17/2022,,
20220117T2100,36.284443,20220117,2100,01/17/2022,,
20220117T2200,36.17644,20220117,2200,01/17/2022,,
20220117T2300,34.484444,20220117,2300,01/17/2022,,
20220118T0000,33.87244,20220118,0,01/18/2022,,
20220118T0100,33.40444,20220118,100,01/18/2022,,
20220118T0200,33.008442,20220118,200,01/18/2022,,
20220118T0300,33.22444,20220118,300,01/18/2022,,
20220118T0400,33.152443,20220118,400,01/18/2022,,
20220118T0500,33.242443,20220118,500,01/18/2022,,
20220118T0600,33.242443,20220118,600,01/18/2022,,
20220118T0700,33.60244,20220118,700,01/18/2022,,
20220118T0800,34.57444,20220118,800,01/18/2022,,
20220118T0900,36.626442,20220118,900,01/18/2022,,
20220118T1000,38.82244,20220118,1000,01/18/2022,,
20220118T1100,40.31644,20220118,1100,01/18/2022,,
20220118T1200,42.13444,20220118,1200,01/18/2022,,
20220118T1300,42.674442,20220118,1300,01/18/2022,,
20220118T1400,42.90844,20220118,1400,01/18/2022,,
20220118T1500,42.098442,20220118,1500,01/18/2022,,
20220118T1600,38.930443,20220118,1600,01/18/2022,,
20220118T1700,37.652443,20220118,1700,01/18/2022,,
20220118T1800,36.680443,20220118,1800,01/18/2022,,
20220118T1900,35.20444,20220118,1900,01/18/2022,,
20220118T2000,34.17844,20220118,2000,01/18/2022,,
20220118T2100,34.50244,20220118,2100,01/18/2022,,
20220118T2200,33.62044,20220118,2200,01/18/2022,,
20220118T2300,33.674442,20220118,2300,01/18/2022,,
20220119T0000,34.17844,20220119,0,01/19/2022,,
20220119T0100,33.062443,20220119,100,01/19/2022,,
20220119T0200,32.576443,20220119,200,01/19/2022,,
20220119T0300,31.946442,20220119,300,01/19/2022,,
20220119T0400,32.50444,20220119,400,01/19/2022,,
20220119T0500,32.03644,20220119,500,01/19/2022,,
20220119T0600,32.37844,20220119,600,01/19/2022,,
20220119T0700,31.910442,20220119,700,01/19/2022,,
20220119T0800,31.748442,20220119,800,01/19/2022,,
20220119T0900,34.32244,20220119,900,01/19/2022,,
20220119T1000,36.17644,20220119,1000,01/19/2022,,
20220119T1100,37.09444,20220119,1100,01/19/2022,,
20220119T1200,37.958443,20220119,1200,01/19/2022,,
20220119T1300,38.480442,20220119,1300,01/19/2022,,
20220119T1400,38.174442,20220119,1400,01/19/2022,,
20220119T1500,38.06644,20220119,1500,01/19/2022,,
20220119T1600,38.03044,20220119,1600,01/19/2022,,
20220119T1700,38.03044,20220119,1700,01/19/2022,,
20220119T1800,37.958443,20220119,1800,01/19/2022,,
20220119T1900,37.49044,20220119,1900,01/19/2022,,
20220119T2000,37.202442,20220119,2000,01/19/2022,,
20220119T2100,37.13044,20220119,2100,01/19/2022,,
20220119T2200,36.84244,20220119,2200,01/19/2022,,
20220119T2300,36.69844,20220119,2300,01/19/2022,,
20220120T0000,36.950443,20220120,0,01/20/2022,,
20220120T0100,36.626442,20220120,100,01/20/2022,,
20220120T0200,36.35644,20220120,200,01/20/2022,,
20220120T0300,35.924442,20220120,300,01/20/2022,,
20220120T0400,35.72644,20220120,400,01/20/2022,,
20220120T0500,35.708443,20220120,500,01/20/2022,,
20220120T0600,35.45644,20220120,600,01/20/2022,,
20220120T0700,35.528442,20220120,700,01/20/2022,,
20220120T0800,35.69044,20220120,800,01/20/2022,,
20220120T0900,36.680443,20220120,900,01/20/2022,,
20220120T1000,37.61644,20220120,1000,01/20/2022,,
20220120T1100,39.632442,20220120,1100,01/20/2022,,
20220120T1200,40.74844,20220120,1200,01/20/2022,,
20220120T1300,41.360443,20220120,1300,01/20/2022,,
20220120T1400,41.216442,20220120,1400,01/20/2022,,
20220120T1500,40.22644,20220120,1500,01/20/2022,,
20220120T1600,38.53444,20220120,1600,01/20/2022,,
20220120T1700,37.45444,20220120,1700,01/20/2022,,
20220120T1800,37.13044,20220120,1800,01/20/2022,,
20220120T1900,35.47444,20220120,1900,01/20/2022,,
20220120T2000,34.916443,20220120,2000,01/20/2022,,
20220120T2100,33.818443,20220120,2100,01/20/2022,,
20220120T2200,31.658442,20220120,2200,01/20/2022,,
20220120T2300,31.640442,20220120,2300,01/20/2022,,
20220121T0000,33.332443,20220121,0,01/21/2022,,
20220121T0100,33.818443,20220121,100,01/21/2022,,
20220121T0200,32.054443,20220121,200,01/21/2022,,
20220121T0300,32.41444,20220121,300,01/21/2022,,
20220121T0400,32.612442,20220121,400,01/21/2022,,
20220121T0500,31.49644,20220121,500,01/21/2022,,
20220121T0600,30.938442,20220121,600,01/21/2022,,
20220121T0700,30.398441,20220121,700,01/21/2022,,
20220121T0800,31.01044,20220121,800,01/21/2022,,
20220121T0900,33.29644,20220121,900,01/21/2022,,
20220121T1000,35.33044,20220121,1000,01/21/2022,,
20220121T1100,36.626442,20220121,1100,01/21/2022,,
20220121T1200,37.652443,20220121,1200,01/21/2022,,
20220121T1300,38.318443,20220121,1300,01/21/2022,,
20220121T1400,38.51644,20220121,1400,01/21/2022,,
20220121T1500,38.28244,20220121,1500,01/21/2022,,
20220121T1600,36.410442,20220121,1600,01/21/2022,,
20220121T1700,34.826443,20220121,1700,01/21/2022,,
