date,exuseu
11/19/2021,1.135
11/26/2021,1.1256
12/3/2021,1.1297
12/10/2021,1.1291
12/17/2021,1.1282
12/24/2021,1.1304
12/31/2021,1.1325
1/7/2022,1.1317
1/14/2022,1.14
1/21/2022,1.1341
1/28/2022,1.1235
2/4/2022,1.1326
2/11/2022,1.1435
2/18/2022,1.1348
2/25/2022,1.1268
3/4/2022,1.1079
3/11/2022,1.0951
3/18/2022,1.1021
3/25/2022,1.1012
4/1/2022,1.1076
4/8/2022,1.092
4/15/2022,1.0842
4/22/2022,1.0812
4/29/2022,1.059
5/6/2022,1.0534
5/13/2022,1.0483
5/20/2022,1.0518
5/27/2022,1.0701
6/3/2022,1.0708
6/10/2022,1.0663
6/17/2022,1.0449
6/24/2022,1.0543
7/1/2022,1.0498
7/8/2022,1.0191
7/15/2022,1.0071
7/22/2022,1.0207
7/29/2022,1.016
8/5/2022,1.02
8/12/2022,1.0273
8/19/2022,1.0135
8/26/2022,0.9967
9/2/2022,1.0013
9/9/2022,0.9965
9/16/2022,1.0025
9/23/2022,0.9887
9/30/2022,0.9695
10/7/2022,0.9849
10/14/2022,0.9742
10/21/2022,0.9829
10/28/2022,0.9964
11/4/2022,0.9857
11/11/2022,1.0075
11/18/2022,1.0359
11/25/2022,1.032
12/2/2022,1.0417
12/9/2022,1.052
12/16/2022,1.0616
12/23/2022,1.0613
12/30/2022,1.0661
1/6/2023,1.058
1/13/2023,1.0774
1/20/2023,1.0815
1/27/2023,1.0872
2/3/2023,1.0877
2/10/2023,1.0718
2/17/2023,1.0697
2/24/2023,1.0602
3/3/2023,1.0617
3/10/2023,1.061
3/17/2023,1.0652
3/24/2023,1.0787
3/31/2023,1.0846
4/7/2023,1.092
4/14/2023,1.0953
4/21/2023,1.0954
4/28/2023,1.1021
5/5/2023,1.101
5/12/2023,1.0942
5/19/2023,1.0833
5/26/2023,1.0755
6/2/2023,1.0713
6/9/2023,1.0729
6/16/2023,1.0851
6/23/2023,1.0923
6/30/2023,1.0915
7/7/2023,1.0906
7/14/2023,1.1107
7/21/2023,1.1182
7/28/2023,1.105
8/4/2023,1.0983
8/11/2023,1.098
8/18/2023,1.0901
8/25/2023,1.0842
9/1/2023,1.0843
9/8/2023,1.0714
9/15/2023,1.0708
9/22/2023,1.0684
9/29/2023,1.0567
10/6/2023,1.0519
10/13/2023,1.0573
10/20/2023,1.0567
10/27/2023,1.059
11/3/2023,1.0615
11/10/2023,1.0715
11/17/2023,1.0829
11/24/2023,1.0918
12/1/2023,1.094
12/8/2023,1.0788
12/15/2023,1.0847
12/22/2023,1.097
12/29/2023,1.1071
1/5/2024,1.0945
1/12/2024,1.0955
1/19/2024,1.0873
1/26/2024,1.0866
2/2/2024,1.0832
2/9/2024,1.0762
2/16/2024,1.0752
2/23/2024,1.0819
