date,ind_prod_indx
2/1/2017,98.2271
3/1/2017,99.2917
4/1/2017,97.6572
5/1/2017,98.8767
6/1/2017,101.8374
7/1/2017,100.2118
8/1/2017,101.6559
9/1/2017,100.2345
10/1/2017,100.9318
11/1/2017,100.7562
12/1/2017,101.6191
1/1/2018,101.5606
2/1/2018,101.7404
3/1/2018,102.4751
4/1/2018,101.8564
5/1/2018,101.2677
6/1/2018,104.5796
7/1/2018,103.3622
8/1/2018,106.0834
9/1/2018,104.5708
10/1/2018,103.4912
11/1/2018,103.2113
12/1/2018,103.6027
1/1/2019,103.1493
2/1/2019,102.7354
3/1/2019,103.0488
4/1/2019,100.631
5/1/2019,101.1883
6/1/2019,103.927
7/1/2019,101.9945
8/1/2019,104.8749
9/1/2019,102.9937
10/1/2019,101.3649
11/1/2019,101.5253
12/1/2019,101.7191
1/1/2020,101.2427
2/1/2020,102.0027
3/1/2020,97.956
4/1/2020,82.6389
5/1/2020,84.9419
6/1/2020,92.9286
7/1/2020,95.0465
8/1/2020,98.1249
9/1/2020,95.648
10/1/2020,96.3924
11/1/2020,96.1758
12/1/2020,97.7203
1/1/2021,98.8862
2/1/2021,95.8529
3/1/2021,98.5571
4/1/2021,96.9621
5/1/2021,98.1093
6/1/2021,100.7506
7/1/2021,100.0585
8/1/2021,101.8774
9/1/2021,98.7626
10/1/2021,100.115
11/1/2021,100.5516
12/1/2021,100.4566
1/1/2022,101.3314
2/1/2022,102.0813
3/1/2022,103.0717
4/1/2022,100.8575
5/1/2022,101.8094
6/1/2022,103.9316
7/1/2022,103.0819
8/1/2022,104.8052
9/1/2022,103.3597
10/1/2022,103.096
11/1/2022,102.4157
12/1/2022,101.4473
1/1/2023,102.5706
2/1/2023,102.9074
3/1/2023,103.2551
4/1/2023,101.7643
5/1/2023,101.8411
6/1/2023,103.5737
7/1/2023,103.0945
8/1/2023,105.1318
9/1/2023,103.1966
10/1/2023,102.0631
11/1/2023,101.7816
12/1/2023,102.3757
